condition,observable,time,value
cond_il10_10,pSTAT1,9.0,0.1489677819009699
cond_il10_10,pSTAT1,10.0,0.17358007790905863
cond_il10_10,pSTAT1,11.0,0.19938949480887783
cond_il10_10,pSTAT1,12.0,0.22609244838204662
cond_il10_10,pSTAT1,13.0,0.25325574153603475
cond_il10_10,pSTAT1,14.0,0.2803520345885456
cond_il10_10,pSTAT1,15.0,0.30680824189133266
cond_il10_10,pSTAT1,16.0,0.3320559293720924
cond_il10_10,pSTAT1,17.0,0.35557416767656563
cond_il10_10,pSTAT1,18.0,0.3769194706228172
cond_il10_10,pSTAT1,19.0,0.39574191969363176
cond_il10_10,pSTAT1,20.0,0.41178962097035005
cond_il10_10,pSTAT1,21.0,0.4249048785266264
cond_il10_10,pSTAT1,22.0,0.4350153870426497
cond_il10_10,pSTAT1,23.0,0.4421230345205396
cond_il10_10,pSTAT1,24.0,0.44629207003772275
cond_il10_10,pSTAT1,25.0,0.4476376841402568
cond_il10_10,pSTAT1,26.0,0.44631554214009117
cond_il10_10,pSTAT1,27.0,0.4425124822444245
cond_il10_10,pSTAT1,28.0,0.43643840772518233
cond_il10_10,pSTAT1,29.0,0.4283192879028862
cond_il10_10,pSTAT1,30.0,0.41839114799604493
cond_il10_10,pSTAT1,31.0,0.40689490818208257
cond_il10_10,pSTAT1,32.0,0.3940719370817753
cond_il10_10,pSTAT1,33.0,0.3801601989567899
cond_il10_10,pSTAT1,34.0,0.3653908937517498
cond_il10_10,pSTAT1,35.0,0.3499855122138812
cond_il10_10,pSTAT1,36.0,0.33415325456989414
cond_il10_10,pSTAT1,37.0,0.3180887876172229
cond_il10_10,pSTAT1,38.0,0.3019703422464978
cond_il10_10,pSTAT1,39.0,0.2859581759449225
cond_il10_10,pSTAT1,40.0,0.2701934404560314
cond_il10_10,pSTAT1,41.0,0.2547975015591501
cond_il10_10,pSTAT1,42.0,0.23987175013267617
cond_il10_10,pSTAT1,43.0,0.2254979211408613
cond_il10_10,pSTAT1,44.0,0.21173890879884538
cond_il10_10,pSTAT1,45.0,0.19864002645601375
cond_il10_10,pSTAT1,46.0,0.18623062808447696
cond_il10_10,pSTAT1,47.0,0.17452598409708972
cond_il10_10,pSTAT1,48.0,0.1635292902674204
cond_il10_10,pSTAT1,49.0,0.15323369844953375
cond_il10_10,pSTAT1,50.0,0.14362427079963805
cond_il10_10,pSTAT1,51.0,0.1346797846989229
cond_il10_10,pSTAT1,52.0,0.12637434145029083
cond_il10_10,pSTAT1,53.0,0.1186787561547126
cond_il10_10,pSTAT1,54.0,0.11156172562474637
cond_il10_10,pSTAT1,55.0,0.10499078513125665
cond_il10_10,pSTAT1,56.0,0.09893307352726011
cond_il10_10,pSTAT1,57.0,0.09335593046821311
cond_il10_10,pSTAT1,58.0,0.08822735068765965
cond_il10_10,pSTAT1,59.0,0.08351631926204625
cond_il10_10,pSTAT1,60.0,0.07919304964299921
cond_il10_10,pSTAT1,61.0,0.07522914356837714
cond_il10_10,pSTAT1,62.0,0.07159768914632109
cond_il10_10,pSTAT1,63.0,0.06827331069668639
cond_il10_10,pSTAT1,64.0,0.06523218157399428
cond_il10_10,pSTAT1,65.0,0.06245200903783919
cond_il10_10,pSTAT1,66.0,0.059911998477218745
cond_il10_10,pSTAT1,67.0,0.05759280280326886
cond_il10_10,pSTAT1,68.0,0.05547646157830479
cond_il10_10,pSTAT1,69.0,0.053546333572201545
cond_il10_10,pSTAT1,70.0,0.051787025365537864
cond_il10_10,pSTAT1,71.0,0.05018431816576446
cond_il10_10,pSTAT1,72.0,0.04872509468997514
cond_il10_10,pSTAT1,73.0,0.047397267006752924
cond_il10_10,pSTAT1,74.0,0.04618970637906128
cond_il10_10,pSTAT1,75.0,0.04509217571831555
cond_il10_10,pSTAT1,76.0,0.04409526503924008
cond_il10_10,pSTAT1,77.0,0.043190330211528946
cond_il10_10,pSTAT1,78.0,0.04236943513574949
cond_il10_10,pSTAT1,79.0,0.04162529740293812
cond_il10_10,pSTAT1,80.0,0.040951237423145645
cond_il10_10,pSTAT1,81.0,0.040341130952676114
cond_il10_10,pSTAT1,82.0,0.03978936491407246
cond_il10_10,pSTAT1,83.0,0.03929079637929902
cond_il10_10,pSTAT1,84.0,0.03884071457012267
cond_il10_10,pSTAT1,85.0,0.03843480570779778
cond_il10_10,pSTAT1,86.0,0.03806912055337503
cond_il10_10,pSTAT1,87.0,0.03774004447035434
cond_il10_10,pSTAT1,88.0,0.03744426984475071
cond_il10_10,pSTAT1,89.0,0.03717877070229977
cond_il10_10,pSTAT1,90.0,0.03694077936214434
cond_il10_10,pSTAT3,0.0,0.0
cond_il10_10,pSTAT3,1.0,0.023492112873183268
cond_il10_10,pSTAT3,2.0,0.118677568731033
cond_il10_10,pSTAT3,3.0,0.2477957482622745
cond_il10_10,pSTAT3,4.0,0.38206789831711374
cond_il10_10,pSTAT3,5.0,0.5097241770490071
cond_il10_10,pSTAT3,6.0,0.6257464048177832
cond_il10_10,pSTAT3,7.0,0.7276964167258473
cond_il10_10,pSTAT3,8.0,0.8144310275243531
cond_il10_10,pSTAT3,9.0,0.885753505949863
cond_il10_10,pSTAT3,10.0,0.9423065379855896
cond_il10_10,pSTAT3,11.0,0.985457991287259
cond_il10_10,pSTAT3,12.0,1.0171006056615324
cond_il10_10,pSTAT3,13.0,1.0393792016134096
cond_il10_10,pSTAT3,14.0,1.0544104628447126
cond_il10_10,pSTAT3,15.0,1.0640657924563348
cond_il10_10,pSTAT3,16.0,1.069855194780143
cond_il10_10,pSTAT3,17.0,1.0729074040103967
cond_il10_10,pSTAT3,18.0,1.0740142264382946
cond_il10_10,pSTAT3,19.0,1.0737025213122546
cond_il10_10,pSTAT3,20.0,1.0723072175638018
cond_il10_10,pSTAT3,21.0,1.0700319923281278
cond_il10_10,pSTAT3,22.0,1.0669941330272368
cond_il10_10,pSTAT3,23.0,1.063255297310575
cond_il10_10,pSTAT3,24.0,1.0588416121330977
cond_il10_10,pSTAT3,25.0,1.0537564700243964
cond_il10_10,pSTAT3,26.0,1.0479886501648332
cond_il10_10,pSTAT3,27.0,1.0415176057986795
cond_il10_10,pSTAT3,28.0,1.034317118089818
cond_il10_10,pSTAT3,29.0,1.0263580892863897
cond_il10_10,pSTAT3,30.0,1.0176109333565246
cond_il10_10,pSTAT3,31.0,1.0080478399648223
cond_il10_10,pSTAT3,32.0,0.9976450536193574
cond_il10_10,pSTAT3,33.0,0.986385213034055
cond_il10_10,pSTAT3,34.0,0.9742597178342408
cond_il10_10,pSTAT3,35.0,0.9612710221488104
cond_il10_10,pSTAT3,36.0,0.9474346998103592
cond_il10_10,pSTAT3,37.0,0.9327810853614967
cond_il10_10,pSTAT3,38.0,0.9173562852866051
cond_il10_10,pSTAT3,39.0,0.9012223746753528
cond_il10_10,pSTAT3,40.0,0.8844566560631372
cond_il10_10,pSTAT3,41.0,0.8671499567760007
cond_il10_10,pSTAT3,42.0,0.8494040537066736
cond_il10_10,pSTAT3,43.0,0.8313284340436529
cond_il10_10,pSTAT3,44.0,0.8130366799309344
cond_il10_10,pSTAT3,45.0,0.7946428053299671
cond_il10_10,pSTAT3,46.0,0.7762578527186138
cond_il10_10,pSTAT3,47.0,0.7579869924140139
cond_il10_10,pSTAT3,48.0,0.7399272696902319
cond_il10_10,pSTAT3,49.0,0.7221660499423783
cond_il10_10,pSTAT3,50.0,0.7047801270952513
cond_il10_10,pSTAT3,51.0,0.6878354051262527
cond_il10_10,pSTAT3,52.0,0.6713870344989564
cond_il10_10,pSTAT3,53.0,0.6554798802297944
cond_il10_10,pSTAT3,54.0,0.6401492109458798
cond_il10_10,pSTAT3,55.0,0.625421516649703
cond_il10_10,pSTAT3,56.0,0.6113153850430139
cond_il10_10,pSTAT3,57.0,0.5978423860358976
cond_il10_10,pSTAT3,58.0,0.5850079306619427
cond_il10_10,pSTAT3,59.0,0.5728120833044926
cond_il10_10,pSTAT3,60.0,0.5612503154755814
cond_il10_10,pSTAT3,61.0,0.5503141958987771
cond_il10_10,pSTAT3,62.0,0.5399920155085123
cond_il10_10,pSTAT3,63.0,0.5302693490110073
cond_il10_10,pSTAT3,64.0,0.52112955607335
cond_il10_10,pSTAT3,65.0,0.5125542260675916
cond_il10_10,pSTAT3,66.0,0.5045235706901972
cond_il10_10,pSTAT3,67.0,0.497016768866684
cond_il10_10,pSTAT3,68.0,0.49001226809299403
cond_il10_10,pSTAT3,69.0,0.4834880470342361
cond_il10_10,pSTAT3,70.0,0.4774218423494344
cond_il10_10,pSTAT3,71.0,0.47179134301850867
cond_il10_10,pSTAT3,72.0,0.46657435738712133
cond_il10_10,pSTAT3,73.0,0.461748954113601
cond_il10_10,pSTAT3,74.0,0.45729358037796797
cond_il10_10,pSTAT3,75.0,0.4531871601691234
cond_il10_10,pSTAT3,76.0,0.44940917451566365
cond_il10_10,pSTAT3,77.0,0.44593972600686316
cond_il10_10,pSTAT3,78.0,0.44275958941822924
cond_il10_10,pSTAT3,79.0,0.4398502501110693
cond_il10_10,pSTAT3,80.0,0.437193931779463
cond_il10_10,pSTAT3,81.0,0.43477361490713107
cond_il10_10,pSTAT3,82.0,0.43257304718476564
cond_il10_10,pSTAT3,83.0,0.43057674699842724
cond_il10_10,pSTAT3,84.0,0.4287700009791378
cond_il10_10,pSTAT3,85.0,0.4271388565237084
cond_il10_10,pSTAT3,86.0,0.42567011006669386
cond_il10_10,pSTAT3,87.0,0.4243512918146028
cond_il10_10,pSTAT3,88.0,0.4231706475698731
cond_il10_10,pSTAT3,89.0,0.4221171181988382
cond_il10_10,pSTAT3,90.0,0.4211803172364651
cond_il6_1_il10_1,pSTAT1,0.0,0.0
cond_il6_1_il10_1,pSTAT1,1.0,0.00042435783211753584
cond_il6_1_il10_1,pSTAT1,2.0,0.003093693532385388
cond_il6_1_il10_1,pSTAT1,3.0,0.008872269161218497
cond_il6_1_il10_1,pSTAT1,4.0,0.01792914462336898
cond_il6_1_il10_1,pSTAT1,5.0,0.030136516211889026
cond_il6_1_il10_1,pSTAT1,6.0,0.04515075952459068
cond_il6_1_il10_1,pSTAT1,7.0,0.06249224883641518
cond_il6_1_il10_1,pSTAT1,8.0,0.08162745987879151
cond_il6_1_il10_1,pSTAT1,9.0,0.10202415169328401
cond_il6_1_il10_1,pSTAT1,10.0,0.1231779834464301
cond_il6_1_il10_1,pSTAT1,11.0,0.1446212138984551
cond_il6_1_il10_1,pSTAT1,12.0,0.16592123100324238
cond_il6_1_il10_1,pSTAT1,13.0,0.18667311667096717
cond_il6_1_il10_1,pSTAT1,14.0,0.2064896311157619
cond_il6_1_il10_1,pSTAT1,15.0,0.22499239465483367
cond_il6_1_il10_1,pSTAT1,16.0,0.24180841841495193
cond_il6_1_il10_1,pSTAT1,17.0,0.2565757446217763
cond_il6_1_il10_1,pSTAT1,18.0,0.26896021380423996
cond_il6_1_il10_1,pSTAT1,19.0,0.27868210643839386
cond_il6_1_il10_1,pSTAT1,20.0,0.2855473646048111
cond_il6_1_il10_1,pSTAT1,21.0,0.2894750641463865
cond_il6_1_il10_1,pSTAT1,22.0,0.2905126738472222
cond_il6_1_il10_1,pSTAT1,23.0,0.28883391956237686
cond_il6_1_il10_1,pSTAT1,24.0,0.2847193050586887
cond_il6_1_il10_1,pSTAT1,25.0,0.2785241341345465
cond_il6_1_il10_1,pSTAT1,26.0,0.2706414678061993
cond_il6_1_il10_1,pSTAT1,27.0,0.2614673810386037
cond_il6_1_il10_1,pSTAT1,28.0,0.25137376466724504
cond_il6_1_il10_1,pSTAT1,29.0,0.24069089137846567
cond_il6_1_il10_1,pSTAT1,30.0,0.22969923173005594
cond_il6_1_il10_1,pSTAT1,31.0,0.21862834467720274
cond_il6_1_il10_1,pSTAT1,32.0,0.2076602175937152
cond_il6_1_il10_1,pSTAT1,33.0,0.19693482201532586
cond_il6_1_il10_1,pSTAT1,34.0,0.1865563640414024
cond_il6_1_il10_1,pSTAT1,35.0,0.1765993681239718
cond_il6_1_il10_1,pSTAT1,36.0,0.16711419125879654
cond_il6_1_il10_1,pSTAT1,37.0,0.15813182779790758
cond_il6_1_il10_1,pSTAT1,38.0,0.14966799591003402
cond_il6_1_il10_1,pSTAT1,39.0,0.141726554683917
cond_il6_1_il10_1,pSTAT1,40.0,0.13430232264459013
cond_il6_1_il10_1,pSTAT1,41.0,0.12738337518566828
cond_il6_1_il10_1,pSTAT1,42.0,0.12095289665906543
cond_il6_1_il10_1,pSTAT1,43.0,0.11499065774417222
cond_il6_1_il10_1,pSTAT1,44.0,0.10947418167425517
cond_il6_1_il10_1,pSTAT1,45.0,0.10437965502602847
cond_il6_1_il10_1,pSTAT1,46.0,0.09968263082220746
cond_il6_1_il10_1,pSTAT1,47.0,0.09535856420612655
cond_il6_1_il10_1,pSTAT1,48.0,0.09138321413512705
cond_il6_1_il10_1,pSTAT1,49.0,0.08773293857171574
cond_il6_1_il10_1,pSTAT1,50.0,0.08438490556886385
cond_il6_1_il10_1,pSTAT1,51.0,0.08131723834797444
cond_il6_1_il10_1,pSTAT1,52.0,0.0785091091129858
cond_il6_1_il10_1,pSTAT1,53.0,0.07594079282313604
cond_il6_1_il10_1,pSTAT1,54.0,0.07359369083796138
cond_il6_1_il10_1,pSTAT1,55.0,0.07145033139744181
cond_il6_1_il10_1,pSTAT1,56.0,0.06949435299903817
cond_il6_1_il10_1,pSTAT1,57.0,0.0677104752369232
cond_il6_1_il10_1,pSTAT1,58.0,0.06608446076493679
cond_il6_1_il10_1,pSTAT1,59.0,0.06460307122427418
cond_il6_1_il10_1,pSTAT1,60.0,0.06325401934557896
cond_il6_1_il10_1,pSTAT1,61.0,0.06202591893295604
cond_il6_1_il10_1,pSTAT1,62.0,0.06090823403226799
cond_il6_1_il10_1,pSTAT1,63.0,0.05989122826613096
cond_il6_1_il10_1,pSTAT1,64.0,0.05896591506435915
cond_il6_1_il10_1,pSTAT1,65.0,0.05812400931755402
cond_il6_1_il10_1,pSTAT1,66.0,0.057357880824032696
cond_il6_1_il10_1,pSTAT1,67.0,0.056660509786657834
cond_il6_1_il10_1,pSTAT1,68.0,0.05602544446418764
cond_il6_1_il10_1,pSTAT1,69.0,0.055446761113300554
cond_il6_1_il10_1,pSTAT1,70.0,0.05491902625870101
cond_il6_1_il10_1,pSTAT1,71.0,0.05443726115130499
cond_il6_1_il10_1,pSTAT1,72.0,0.0539969084854498
cond_il6_1_il10_1,pSTAT1,73.0,0.05359380124374415
cond_il6_1_il10_1,pSTAT1,74.0,0.05322413358507542
cond_il6_1_il10_1,pSTAT1,75.0,0.052884433686882656
cond_il6_1_il10_1,pSTAT1,76.0,0.05257153842832775
cond_il6_1_il10_1,pSTAT1,77.0,0.052282569812047146
cond_il6_1_il10_1,pSTAT1,78.0,0.05201491301600336
cond_il6_1_il10_1,pSTAT1,79.0,0.051766195976914314
cond_il6_1_il10_1,pSTAT1,80.0,0.051534270398719294
cond_il6_1_il10_1,pSTAT1,81.0,0.05131719409451878
cond_il6_1_il10_1,pSTAT1,82.0,0.051113214570542354
cond_il6_1_il10_1,pSTAT1,83.0,0.05092075376699773
cond_il6_1_il10_1,pSTAT1,84.0,0.05073839387603778
cond_il6_1_il10_1,pSTAT1,85.0,0.050564864162781886
cond_il6_1_il10_1,pSTAT1,86.0,0.05039902871927471
cond_il6_1_il10_1,pSTAT1,87.0,0.05023987508937367
cond_il6_1_il10_1,pSTAT1,88.0,0.050086503703950694
cond_il6_1_il10_1,pSTAT1,89.0,0.04993811807153282
cond_il6_1_il10_1,pSTAT1,90.0,0.04979401567452832
cond_il6_1_il10_1,pSTAT3,0.0,0.0
cond_il6_1_il10_1,pSTAT3,1.0,0.003339185838553971
cond_il6_1_il10_1,pSTAT3,2.0,0.022140528442877245
cond_il6_1_il10_1,pSTAT3,3.0,0.05788787387141859
cond_il6_1_il10_1,pSTAT3,4.0,0.1074657785038064
cond_il6_1_il10_1,pSTAT3,5.0,0.16752656303260832
cond_il6_1_il10_1,pSTAT3,6.0,0.23493638203877726
cond_il6_1_il10_1,pSTAT3,7.0,0.3068059817635461
cond_il6_1_il10_1,pSTAT3,8.0,0.3805315455390718
cond_il6_1_il10_1,pSTAT3,9.0,0.4538279480438459
cond_il6_1_il10_1,pSTAT3,10.0,0.5247445730644845
cond_il6_1_il10_1,pSTAT3,11.0,0.5916699422312449
cond_il6_1_il10_1,pSTAT3,12.0,0.6533305900466022
cond_il6_1_il10_1,pSTAT3,13.0,0.7087861906859413
cond_il6_1_il10_1,pSTAT3,14.0,0.7574199480795553
cond_il6_1_il10_1,pSTAT3,15.0,0.7989211801800309
cond_il6_1_il10_1,pSTAT3,16.0,0.8332567114914842
cond_il6_1_il10_1,pSTAT3,17.0,0.860629549699146
cond_il6_1_il10_1,pSTAT3,18.0,0.8814267599398665
cond_il6_1_il10_1,pSTAT3,19.0,0.8961619625569252
cond_il6_1_il10_1,pSTAT3,20.0,0.9054198101190332
cond_il6_1_il10_1,pSTAT3,21.0,0.9098092633406544
cond_il6_1_il10_1,pSTAT3,22.0,0.9099298043970266
cond_il6_1_il10_1,pSTAT3,23.0,0.9063511225400437
cond_il6_1_il10_1,pSTAT3,24.0,0.8996037256511208
cond_il6_1_il10_1,pSTAT3,25.0,0.8901764049894724
cond_il6_1_il10_1,pSTAT3,26.0,0.8785167371873722
cond_il6_1_il10_1,pSTAT3,27.0,0.8650322487615842
cond_il6_1_il10_1,pSTAT3,28.0,0.8500914780107043
cond_il6_1_il10_1,pSTAT3,29.0,0.8340251409851928
cond_il6_1_il10_1,pSTAT3,30.0,0.8171277635328036
cond_il6_1_il10_1,pSTAT3,31.0,0.7996598389911405
cond_il6_1_il10_1,pSTAT3,32.0,0.7818502762920223
cond_il6_1_il10_1,pSTAT3,33.0,0.7638988407469383
cond_il6_1_il10_1,pSTAT3,34.0,0.7459784107161482
cond_il6_1_il10_1,pSTAT3,35.0,0.7282370287227142
cond_il6_1_il10_1,pSTAT3,36.0,0.7107998162850628
cond_il6_1_il10_1,pSTAT3,37.0,0.6937708345328719
cond_il6_1_il10_1,pSTAT3,38.0,0.6772349404173973
cond_il6_1_il10_1,pSTAT3,39.0,0.6612596474226005
cond_il6_1_il10_1,pSTAT3,40.0,0.6458969704383734
cond_il6_1_il10_1,pSTAT3,41.0,0.6311852215094462
cond_il6_1_il10_1,pSTAT3,42.0,0.6171507231439932
cond_il6_1_il10_1,pSTAT3,43.0,0.6038094128763792
cond_il6_1_il10_1,pSTAT3,44.0,0.5911683220882451
cond_il6_1_il10_1,pSTAT3,45.0,0.5792269210094112
cond_il6_1_il10_1,pSTAT3,46.0,0.5679783288788024
cond_il6_1_il10_1,pSTAT3,47.0,0.5574103933063675
cond_il6_1_il10_1,pSTAT3,48.0,0.5475066460682073
cond_il6_1_il10_1,pSTAT3,49.0,0.5382471443264399
cond_il6_1_il10_1,pSTAT3,50.0,0.5296092070286129
cond_il6_1_il10_1,pSTAT3,51.0,0.5215680562948041
cond_il6_1_il10_1,pSTAT3,52.0,0.5140973736093366
cond_il6_1_il10_1,pSTAT3,53.0,0.5071697789755275
cond_il6_1_il10_1,pSTAT3,54.0,0.5007572423617727
cond_il6_1_il10_1,pSTAT3,55.0,0.4948314342727226
cond_il6_1_il10_1,pSTAT3,56.0,0.4893640226705151
cond_il6_1_il10_1,pSTAT3,57.0,0.48432692236270175
cond_il6_1_il10_1,pSTAT3,58.0,0.47969250250917983
cond_il6_1_il10_1,pSTAT3,59.0,0.47543375728323256
cond_il6_1_il10_1,pSTAT3,60.0,0.4715244442186851
cond_il6_1_il10_1,pSTAT3,61.0,0.46793919428257064
cond_il6_1_il10_1,pSTAT3,62.0,0.46465359730833955
cond_il6_1_il10_1,pSTAT3,63.0,0.4616442660271117
cond_il6_1_il10_1,pSTAT3,64.0,0.4588888815763856
cond_il6_1_il10_1,pSTAT3,65.0,0.456366223067235
cond_il6_1_il10_1,pSTAT3,66.0,0.4540561834884846
cond_il6_1_il10_1,pSTAT3,67.0,0.45193977394061763
cond_il6_1_il10_1,pSTAT3,68.0,0.44999911817904126
cond_il6_1_il10_1,pSTAT3,69.0,0.4482174387608297
cond_il6_1_il10_1,pSTAT3,70.0,0.4465790362329455
cond_il6_1_il10_1,pSTAT3,71.0,0.44506926299978994
cond_il6_1_il10_1,pSTAT3,72.0,0.44367449242165596
cond_il6_1_il10_1,pSTAT3,73.0,0.44238208437606946
cond_il6_1_il10_1,pSTAT3,74.0,0.4411803480441387
cond_il6_1_il10_1,pSTAT3,75.0,0.44005850260551754
cond_il6_1_il10_1,pSTAT3,76.0,0.43900663649807314
cond_il6_1_il10_1,pSTAT3,77.0,0.43801566575206896
cond_il6_1_il10_1,pSTAT3,78.0,0.4370772918601705
cond_il6_1_il10_1,pSTAT3,79.0,0.43618395957369294
cond_il6_1_il10_1,pSTAT3,80.0,0.43532881495252007
cond_il6_1_il10_1,pSTAT3,81.0,0.4345056639464904
cond_il6_1_il10_1,pSTAT3,82.0,0.43370893173894326
cond_il6_1_il10_1,pSTAT3,83.0,0.4329336230429755
cond_il6_1_il10_1,pSTAT3,84.0,0.4321752835056594
cond_il6_1_il10_1,pSTAT3,85.0,0.4314299623443911
cond_il6_1_il10_1,pSTAT3,86.0,0.43069417631069895
cond_il6_1_il10_1,pSTAT3,87.0,0.42996487505761305
cond_il6_1_il10_1,pSTAT3,88.0,0.4292394079619924
cond_il6_1_il10_1,pSTAT3,89.0,0.42851549243560894
cond_il6_1_il10_1,pSTAT3,90.0,0.4277911837469078
